density,metric,n_pairs,baseline_mean,ml_mean,ml_minus_baseline,difference_ci95,cohen_dz,paired_t_statistic
250,latency_ms,30,507.3955155982591,565.541968634187,58.14645303592799,0.8631020990715815,24.10773999270134,132.04353004471952
250,pdr,30,0.02952848031531325,0.037590255311737465,0.008061774996424218,0.0004540146953176158,6.354131622199235,34.80301222835415
250,throughput_packets,30,0.0,0.0,0.0,0.0,0.0,0.0
250,consensus_size,30,125.0,158.54,33.54,0.07294679852515923,164.53271563329386,901.1827979993795
250,control_bytes,30,1240875.0,1573677.675,332802.675,723.6565581056699,164.56965176710645,901.3851055361412
250,committed,30,0.0,0.0,0.0,0.0,0.0,0.0
250,false_removals,30,104.76666666666667,73.19166666666666,-31.575,1.1986035467678182,-9.426777243604134,-51.632585408983566
250,false_removal_rate,30,0.5012759170653908,0.3501993620414673,-0.15107655502392345,0.005734945199846021,-9.426777243604134,-51.63258540898356
250,malicious_selected,30,20.766666666666666,22.716666666666665,1.95,1.1922034516988518,0.5853015584439392,3.205828665026739
250,malicious_removal_time,30,300.0,23.710989458108934,-276.28901054189106,0.3700122867209571,-267.2039718996807,-1463.5364286443169
300,latency_ms,30,571.8908919901022,648.4872840857494,76.59639209564723,0.8362339794941028,32.77750912384875,179.52981125963356
300,pdr,30,0.024241914700851738,0.028922524739804157,0.004680610038952418,0.00032111774189749986,5.215952197365537,28.56894677365743
300,throughput_packets,30,0.0,0.0,0.0,0.0,0.0,0.0
300,consensus_size,30,150.0,192.99583333333334,42.99583333333333,0.07370622410125438,208.7457544769135,1143.3475851044054
300,control_bytes,30,1489050.0,1915759.3375,426709.3375,743.1081280974469,205.48284912480725,1125.475916460876
300,committed,30,0.0,0.0,0.0,0.0,0.0,0.0
300,false_removals,30,124.5,86.74444444444445,-37.75555555555556,1.283275782989172,-10.528252943797105,-57.665616284378444
300,false_removal_rate,30,0.4960159362549801,0.3455953961930058,-0.15042054006197433,0.0051126525218692055,-10.528252943797115,-57.66561628437851
300,malicious_selected,30,23.5,28.729166666666668,5.229166666666667,1.3069233165095306,1.431785045087463,7.8422096669295485
300,malicious_removal_time,30,300.0,24.751148709868954,-275.24885129013103,0.3873711951786033,-254.26912914935068,-1392.6893771229372
